0 -11.0394 -15.0394 16526.4
1 -12.8314 -16.8313 14565.1
2 -11.4057 -15.4056 12511.3
3 -10.0289 -14.0288 11477.2
4 -8.50947 -12.5094 10479
5 -6.60722 -10.6072 9214.23
6 -5.37883 -9.37879 8438.75
7 -3.97156 -7.97151 7433.16
8 -2.69573 -6.69569 6528.48
9 -1.64623 -5.64619 5878.07
10 -0.704788 -4.70474 5438.05
11 0.183559 -3.8164 5051.33
12 1.03924 -2.96072 4957.83
13 1.92315 -2.0768 5130.5
14 2.76849 -1.23147 5538.74
15 3.60511 -0.394847 6122.71
16 4.47296 0.473002 6798.62
17 4.98188 0.981924 7899.09
18 6.63464 2.63469 8125.18
19 8.05589 4.05594 8397.34
20 9.23872 5.23876 8632.93
21 10.2762 6.27622 8825.86
22 11.372 7.372 8939.82
23 12.5155 8.51558 8875.5
24 13.8162 9.81625 8582.32
25 14.605 10.6051 8293.42
26 14.4427 10.4427 8252.98
27 15.0048 11.0049 7842.74
28 15.6755 11.6755 7412.43
29 15.9867 11.9868 6926.32
30 15.4706 11.4707 6626.79
31 13.9986 9.99865 6306.91
32 13.5193 9.51932 6230.25
33 12.6861 8.68615 6217.6
34 11.3386 7.33861 6300.19
35 9.61512 5.61516 6002.33
36 8.36409 4.36414 6175.63
37 7.17438 3.17443 6173.42
38 5.94929 1.94934 5969.05
39 5.23236 1.2324 5991.31
40 4.53936 0.539403 5924.6
41 3.98309 -0.0168639 5558.66
42 3.66946 -0.330491 5288.84
43 3.58912 -0.410835 5211.25
44 3.45152 -0.548432 4526.63
45 3.71327 -0.286683 4656.83
46 3.791 -0.208955 4421.68
47 3.81741 -0.182541 3945.59
48 4.29525 0.295292 3918.2
49 4.58384 0.583886 3867.51
50 5.07432 1.07437 3893.91
51 5.23257 1.23261 3837.01
52 5.65218 1.65223 3911.77
53 5.97743 1.97748 3901.09
54 6.21602 2.21606 3922.61
55 6.22824 2.22829 4071.48
56 6.68871 2.68876 4068.03
57 7.05789 3.05794 4071.46
58 7.1359 3.13595 4097.21
59 7.14344 3.14349 4296.21
60 7.50565 3.5057 4177
61 7.27407 3.27412 4294.25
62 7.81697 3.81701 4299.64
63 7.76393 3.76398 4264.96
64 7.73631 3.73636 4220.93
65 7.63297 3.63302 4221.89
66 7.62972 3.62977 4241.37
67 7.16091 3.16096 4166.22
68 7.18822 3.18826 4162.71
69 7.19689 3.19693 4252.46
70 6.83361 2.83366 4177.86
71 6.58149 2.58154 4121.73
72 6.57026 2.5703 4261.89
73 6.2903 2.29034 4253.87
74 6.03456 2.03461 4238.14
75 5.65343 1.65347 4023.83
76 5.61012 1.61016 3949.43
77 5.73442 1.73446 4071.57
78 5.6592 1.65925 4081.5
79 5.44235 1.4424 3875.57
80 5.45916 1.4592 3788.7
81 5.572 1.57205 3892.71
82 5.51883 1.51888 3836.58
83 5.32769 1.32773 3544.72
84 5.5845 1.58454 3640.46
85 5.56589 1.56594 3512.3
86 5.72485 1.7249 3497.96
87 5.4995 1.49955 3356.34
88 6.08729 2.08733 3448.23
89 6.3486 2.34865 3498.32
90 6.13271 2.13275 3346.34
91 6.44313 2.44318 3355.98
92 6.51585 2.5159 3369.86
93 6.57553 2.57557 3402
94 6.21465 2.2147 3225.42
95 6.91738 2.91742 3391.31
96 6.82879 2.82883 3369.72
97 6.71883 2.71888 3351.69
98 6.42592 2.42596 3162.04
99 6.64678 2.64682 3311.88
100 6.49955 2.4996 3273.99
101 6.32466 2.3247 3215.46
102 6.34543 2.34548 3177.22
103 6.2478 2.24785 3197.71
104 6.14195 2.142 3172.47
105 6.02887 2.02892 3124
106 5.86852 1.86856 2960.81
107 6.03852 2.03857 3080.05
108 5.91715 1.91719 3022.08
109 5.97892 1.97897 3035.38
110 5.94643 1.94648 3009.53
111 5.83729 1.83733 2918.98
112 5.97787 1.97792 2945.59
113 5.9754 1.97544 2909.11
114 5.96762 1.96766 2788.24
115 6.0404 2.04045 2824.66
116 6.05804 2.05809 2786.99
117 5.99644 1.99649 2647.53
118 6.04889 2.04894 2583.06
119 6.28393 2.28398 2598.29
120 6.36651 2.36655 2575.97
121 6.2199 2.21995 2460.75
122 6.68702 2.68707 2638.92
123 6.61346 2.6135 2548.93
124 6.62392 2.62397 2517
125 6.76811 2.76815 2566.28
126 6.67335 2.67339 2486.57
127 6.69412 2.69417 2554.04
128 6.42599 2.42603 2315.99
129 6.65556 2.65561 2427.32
130 6.59761 2.59765 2334.83
131 6.60895 2.609 2301.6
132 6.49896 2.499 2219.17
133 6.67815 2.6782 2401.34
134 6.5537 2.55375 2351.59
135 6.57501 2.57506 2420.48
136 6.42398 2.42403 2406.48
137 6.27776 2.27781 2395.03
138 6.09789 2.09794 2315.35
139 5.86084 1.86089 2104.32
140 5.92378 1.92382 2095.93
141 6.18658 2.18663 2303.35
142 6.01147 2.01152 2247.01
143 5.84224 1.84228 2091.75
144 6.03438 2.03443 2074.88
145 5.82558 1.82562 1996.26
146 6.18047 2.18051 2155.36
147 6.11363 2.11368 2143.25
148 6.13729 2.13734 2066.8
149 6.38253 2.38258 2260.34
150 6.07689 2.07694 2023.07
151 6.37218 2.37222 2180.72
152 5.91718 1.91722 1960.18
153 6.52336 2.5234 2188.83
154 6.23044 2.23049 2134.15
155 6.42064 2.42068 2191.85
156 6.30671 2.30676 2248.44
157 6.17099 2.17103 2120.02
158 6.02553 2.02557 2164.42
159 5.80873 1.80877 1964.53
160 6.08156 2.0816 2099.82
161 6.04792 2.04797 2162.57
162 5.94037 1.94041 2122.5
163 5.97132 1.97137 2194.44
164 5.88086 1.88091 2145.74
165 5.81488 1.81492 2168.95
166 5.60418 1.60422 2026.14
167 5.72017 1.72022 2145.7
168 5.60324 1.60328 2020.83
169 5.67587 1.67592 2116.24
170 5.58178 1.58182 2062
171 5.61852 1.61857 2013.05
172 5.68893 1.68897 2078.66
173 5.67198 1.67202 2061.55
174 5.61314 1.61319 2013.23
175 5.71366 1.71371 2041.83
176 5.71837 1.71841 2026.51
177 5.65408 1.65413 1968.72
178 5.80882 1.80886 2014.21
179 5.76613 1.76617 1977.55
180 5.84778 1.84783 1981.49
181 5.9256 1.92564 1999.16
182 5.82211 1.82216 1947.61
183 6.02716 2.02721 2002.34
184 6.02914 2.02918 1994.65
185 6.02511 2.02516 1990.52
186 6.00693 2.00697 1920.54
187 5.95683 1.95688 1857.61
188 5.99526 1.9953 1872.46
189 6.24009 2.24013 1972.83
190 6.20155 2.20159 1972.44
191 6.14715 2.14719 1963.25
192 6.0929 2.09295 1958.8
193 5.97408 1.97413 1920.21
194 5.95235 1.9524 1859.12
195 5.85496 1.85501 1803.85
196 6.0468 2.04684 1869.48
197 6.1174 2.11744 1948.45
198 5.82941 1.82945 1776.56
199 6.12985 2.1299 1943.62
200 6.02774 2.02778 1934.29
201 5.93243 1.93247 1930.23
202 5.81723 1.81728 1845.21
203 5.73896 1.739 1862.26
204 5.64928 1.64933 1753.33
205 5.79476 1.7948 1828.18
206 5.73903 1.73908 1809.18
207 5.69516 1.6952 1844.39
208 5.62813 1.62817 1828.59
209 5.45622 1.45627 1683.63
210 5.60273 1.60277 1711.98
211 5.70004 1.70009 1774.26
212 5.61961 1.61966 1701.93
213 5.6776 1.67764 1733.52
214 5.64717 1.64721 1716.56
215 5.57012 1.57017 1621.27
216 5.67978 1.67982 1684.52
217 5.6578 1.65785 1667.57
218 5.45049 1.45053 1596.56
219 5.84729 1.84733 1651.27
220 5.764 1.76405 1585.62
221 5.64777 1.64782 1598.35
222 5.91123 1.91128 1581.06
223 6.21995 2.22 1649.43
224 6.15854 2.15858 1644.33
225 6.09188 2.09193 1604.37
226 6.05383 2.05387 1640.6
227 5.86679 1.86684 1546
228 5.99183 1.99188 1633.54
229 5.84836 1.84841 1536.46
230 5.84533 1.84537 1534.3
231 5.76156 1.7616 1471.99
232 5.92859 1.92864 1599.72
233 5.83114 1.83118 1589.53
234 5.73807 1.73812 1579.56
235 5.64806 1.6481 1562.8
236 5.57106 1.57111 1545.88
237 5.50359 1.50363 1525.56
238 5.39741 1.39746 1455.32
239 5.31571 1.31576 1307.04
240 5.55397 1.55401 1447.34
241 5.36433 1.36438 1263.99
242 5.67861 1.67866 1402.94
243 5.47509 1.47513 1275.44
244 5.77367 1.77371 1390.88
245 5.7387 1.73875 1388.46
246 5.67214 1.67219 1316.66
247 5.72712 1.72717 1379.91
248 5.68744 1.68748 1371.73
249 5.59881 1.59885 1335.56
250 5.66717 1.66722 1369.47
251 5.6318 1.63185 1360.27
252 5.54809 1.54813 1324.21
253 5.45379 1.45384 1220.17
254 5.76554 1.76559 1348.03
255 5.73433 1.73438 1341.71
256 5.70231 1.70236 1333.75
257 5.51296 1.51301 1209.97
258 5.73831 1.73836 1252.45
259 5.78801 1.78806 1258.12
260 5.84196 1.842 1260.81
261 5.85757 1.85761 1320.27
262 5.73314 1.73319 1241.92
263 5.75694 1.75698 1304.32
264 5.79138 1.79142 1329.61
265 5.72535 1.72539 1328.95
266 5.59348 1.59353 1301.81
267 5.51435 1.51439 1315.78
268 5.61898 1.61902 1323.08
269 5.64288 1.64292 1250.51
270 5.58651 1.58656 1229.77
271 5.67713 1.67717 1246.39
272 5.67699 1.67703 1227.74
273 5.59937 1.59942 1261.32
274 5.64187 1.64191 1289.81
275 5.5749 1.57495 1273.41
276 5.51814 1.51819 1258.25
277 5.46344 1.46349 1238.15
278 5.31843 1.31847 1058.52
279 5.47997 1.48002 1117.83
280 5.4372 1.43724 1110.95
281 5.64284 1.64288 1188.91
282 5.55042 1.55046 1098.84
283 5.64151 1.64155 1172.19
284 5.44699 1.44704 1038.05
285 5.64904 1.64909 1114.82
286 5.75309 1.75314 1163.17
287 5.63441 1.63446 1120.52
288 5.7034 1.70345 1156.97
289 5.58943 1.58948 1111.97
290 5.64546 1.6455 1146.09
291 5.49906 1.49911 1020.14
292 5.4756 1.47565 957.962
293 5.67907 1.67912 997.669
294 5.55693 1.55698 1017.45
295 5.95565 1.95569 1090.9
296 5.87816 1.87821 1088.63
297 5.79449 1.79454 1075.83
298 5.7144 1.71444 1065.91
299 5.63774 1.63779 1059.96
300 5.31475 1.3148 876.196
301 5.72154 1.72159 1030.88
302 5.63817 1.63821 1014.89
303 5.53342 1.53347 903.542
304 5.55711 1.55715 993.418
305 5.47786 1.4779 966.338
306 5.36627 1.36632 836.883
307 5.44388 1.44393 853.394
308 5.40384 1.40389 872.257
309 5.36859 1.36863 845.423
310 5.41576 1.41581 809.873
311 5.3905 1.39055 772.92
312 5.41002 1.41006 775.908
313 5.60496 1.60501 839.789
314 5.41418 1.41423 779.924
315 5.70907 1.70912 835.097
316 5.61742 1.61747 807.787
317 5.74304 1.74309 837.804
318 5.64575 1.64579 767.957
319 5.55885 1.5589 894.763
320 5.83175 1.8318 809.981
321 5.71402 1.71407 789.113
322 5.85709 1.85714 827.751
323 6.01828 2.01833 885.048
324 5.9219 1.92195 907.632
325 5.61563 1.61568 1039.72
326 5.98842 1.98847 925.724
327 5.7834 1.78344 828.259
328 5.85296 1.85301 941.244
329 5.71632 1.71636 981.955
330 5.58905 1.58909 1000.34
331 5.3309 1.33095 804.952
332 5.52227 1.52232 996.447
